id,factoryId,name,signName,generation,birth,series,trim,bodyType,numberOfSeats,length,width,height,engineType,boostType,maxSpeed,accceleration,cityFuel,createdAt,updatedAt
76,5,RDX,SignName76,2 generation [redesign],2015-01-01,Crossover,"3.5  gasoline, Automatic transmission, all-wheel drive (4WD)",,,,,,,,,,,2022-11-26,2022-11-26
77,5,RDX,SignName77,2 generation [redesign],2015-01-01,Crossover,"3.5  gasoline, Automatic transmission, front drive",,,,,,,,,,,2022-11-26,2022-11-26
78,5,RDX,SignName78,3 generation,2018-01-01,Crossover,"2.0  gasoline, Automatic transmission, all-wheel drive (4WD)",,,,,,,,,,,2022-11-26,2022-11-26
79,5,RDX,SignName79,3 generation,2018-01-01,Crossover,"2.0  gasoline, Automatic transmission, front drive",,,,,,,,,,,2022-11-26,2022-11-26
80,5,RL,SignName80,1 generation [redesign],1998-01-01,Sedan,3.5 AT,,,,,,,,,,,2022-11-26,2022-11-26
81,5,RL,SignName81,1 generation [redesign],1998-01-01,Sedan,3.5 AT,,,,,,,,,,,2022-11-26,2022-11-26
82,5,RL,SignName82,2 generation [redesign],2008-01-01,Sedan,3.7 AT 4WD,,,,,,,,,,,2022-11-26,2022-11-26
83,5,RL,SignName83,KA9,1999-01-01,Sedan,3.5 AT,Sedan,5,4980,1810,1430,Gasoline,,90,8,12,2022-11-26,2022-11-26
84,5,RL,SignName84,KA9,1999-01-01,Sedan,3.5 AT,Sedan,5,4995,1822,1435,Gasoline,,93,,13,2022-11-26,2022-11-26
85,5,RL,SignName85,KB1,2004-01-01,Sedan,3.5 AT,Sedan,5,4917,1847,1452,Gasoline,,89,6,13,2022-11-26,2022-11-26
86,5,RL,SignName86,KB1,2004-01-01,Sedan,3.7 AT,Sedan,5,4973,1847,1455,Gasoline,,89,,13.1,2022-11-26,2022-11-26
87,5,RL,SignName87,KB2,2008-01-01,Sedan,3.7 AT,Sedan,5,4973,1847,1455,Gasoline,,89,,13.1,2022-11-26,2022-11-26
88,5,RLX,SignName88,1 generation [redesign],2017-01-01,Sedan,3.5 AMT 4WD,,,,,,,,,,,2022-11-26,2022-11-26
89,5,RLX,SignName89,1 generation [redesign],2017-01-01,Sedan,3.5 AT,,,,,,,,,,,2022-11-26,2022-11-26
90,5,RSX,SignName90,1 generation,2002-01-01,Coupe,2.0 MT,Coupe,4,4374,1725,1390,Gasoline,,86,,8.7,2022-11-26,2022-11-26
91,5,RSX,SignName91,1 generation,2002-01-01,Coupe,2.0 MT,Coupe,4,4374,1725,1390,Gasoline,,86,6.6,9.8,2022-11-26,2022-11-26
92,5,RSX,SignName92,1 generation,2002-01-01,Coupe,2.0 MT,Coupe,4,4374,1725,1400,Gasoline,,86,,,2022-11-26,2022-11-26
93,5,SLX,SignName93,1 generation,1996-01-01,SUV,3.2 AT,Crossover,5,4740,1750,1840,Gasoline,,,10,,2022-11-26,2022-11-26
94,5,SLX,SignName94,1 generation,1996-01-01,SUV,3.5 AT,Crossover,5,4720,1835,1835,Gasoline,,,9,,2022-11-26,2022-11-26
95,5,TL,SignName95,1 generation,1995-01-01,Sedan,2.5 AT,Sedan,5,4864,1786,1405,Gasoline,,85,,,2022-11-26,2022-11-26
96,5,TL,SignName96,1 generation,1995-01-01,Sedan,3.2 AT,Sedan,5,4869,1801,1415,Gasoline,,90,,,2022-11-26,2022-11-26
97,5,TL,SignName97,2 generation,1998-01-01,Sedan,2.5 AT,Sedan,5,4840,1785,1410,Gasoline,,85,,,2022-11-26,2022-11-26
98,5,TL,SignName98,2 generation,1998-01-01,Sedan,3.2 AT,Sedan,5,4840,1785,1410,Gasoline,,90,8,12,2022-11-26,2022-11-26
99,5,TL,SignName99,2 generation,1998-01-01,Sedan,3.2 AT,Sedan,5,4900,1785,1425,Gasoline,,89,7.7,12.4,2022-11-26,2022-11-26
100,5,TL,SignName100,2 generation,1998-01-01,Sedan,3.2 AT,Sedan,5,4900,1785,1425,Gasoline,,89,,12.4,2022-11-26,2022-11-26
101,5,TL,SignName101,3 generation,2003-01-01,Sedan,3.2 AT,Sedan,5,4808,1835,1440,Gasoline,,89,6,11.8,2022-11-26,2022-11-26
102,5,TL,SignName102,3 generation,2003-01-01,Sedan,3.2 AT,Sedan,5,4808,1835,1440,Gasoline,,89,6,11.8,2022-11-26,2022-11-26
103,5,TL,SignName103,3 generation,2003-01-01,Sedan,3.2 MT,Sedan,5,4808,1835,1440,Gasoline,,89,6,11.8,2022-11-26,2022-11-26
104,5,TL,SignName104,3 generation,2003-01-01,Sedan,3.2 MT,Sedan,5,4808,1835,1440,Gasoline,,89,6,11.8,2022-11-26,2022-11-26
105,5,TL,SignName105,3 generation,2003-01-01,Sedan,3.5 AT,Sedan,5,4822,1835,1441,Gasoline,,89,,12.4,2022-11-26,2022-11-26
106,5,TL,SignName106,3 generation,2003-01-01,Sedan,3.5 MT,Sedan,5,4822,1835,1441,Gasoline,,89,,12.4,2022-11-26,2022-11-26
107,5,TL,SignName107,4 generation,2008-01-01,Sedan,3.5 AT,Sedan,5,4966,1880,1452,Gasoline,,89,,13.1,2022-11-26,2022-11-26
108,5,TL,SignName108,4 generation,2008-01-01,Sedan,3.7 AT,Sedan,5,4966,1880,1452,Gasoline,,89,,13.8,2022-11-26,2022-11-26
109,5,TLX,SignName109,1 generation,2014-01-01,Sedan,2.4 DCT P-AWS,Sedan,5,4832,1854,1447,Gasoline,,,,9.8,2022-11-26,2022-11-26
110,5,TLX,SignName110,1 generation,2014-01-01,Sedan,3.5 AT P-AWS,Sedan,5,4832,1854,1447,Gasoline,,,,11.2,2022-11-26,2022-11-26
111,5,TLX,SignName111,1 generation,2014-01-01,Sedan,3.5 AT SH-AWD,Sedan,5,4832,1854,1447,Gasoline,,,,11.2,2022-11-26,2022-11-26
112,5,TLX,SignName112,1 generation [redesign],2017-01-01,Sedan,2.4 AMT,,,,,,,,,,,2022-11-26,2022-11-26
113,5,TLX,SignName113,1 generation [redesign],2017-01-01,Sedan,3.5 AT 4WD,,,,,,,,,,,2022-11-26,2022-11-26
114,5,TSX,SignName114,1 generation,2003-01-01,Sedan,2.4 MT,Sedan,5,4657,1762,1456,Gasoline,,87,7,,2022-11-26,2022-11-26
115,5,TSX,SignName115,1 generation,2003-01-01,Sedan,3.5 AT,Sedan,5,4727,1839,1440,Gasoline,,87,,13.1,2022-11-26,2022-11-26
116,5,TSX,SignName116,1 generation,2003-01-01,Sedan,3.5 MT,Sedan,5,4727,1839,1440,Gasoline,,87,,13.1,2022-11-26,2022-11-26
117,5,TSX,SignName117,2 generation,2008-01-01,Sedan 4-doors,2.4 AT,Sedan,5,4726,1840,1440,Gasoline,,87,,,2022-11-26,2022-11-26
118,5,ZDX,SignName118,1 generation,2009-01-01,Crossover,3.7 AT,Crossover,5,4887,1993,1596,Gasoline,,,,14.7,2022-11-26,2022-11-26
119,5,Diplomat,SignName119,1 generation,1934-01-01,Sedan Pullman,2.9 MT,,,,,,,,,,,2022-11-26,2022-11-26
120,5,Diplomat,SignName120,1 generation,1934-01-01,Sedan Pullman,2.9 MT,,,,,,,,,,,2022-11-26,2022-11-26
121,5,Trumpf Junior,SignName121,1 generation,1934-01-01,Sedan 2 doors,1.0 MT,,,,,,,,,,,2022-11-26,2022-11-26
122,6,105/115,SignName122,1 generation,1965-01-01,Coupe,1.3 MT,,4,4089,1580,1310,,,,,,2022-11-26,2022-11-26
123,6,105/115,SignName123,1 generation,1965-01-01,Coupe,2.0 MT,,4,4089,1580,1310,,,,,,2022-11-26,2022-11-26
124,6,105/115,SignName124,1 generation,1965-01-01,Coupe Junior Z,1.3 MT,,4,4000,1550,1280,,,,,,2022-11-26,2022-11-26
125,6,105/115,SignName125,1 generation,1965-01-01,Coupe Junior Z,1.6 MT,,4,4000,1550,1280,,,,,,2022-11-26,2022-11-26
126,6,105/115,SignName126,1 generation,1965-01-01,Sedan 1750/2000 Berlina,1.8 AT,,5,4390,1565,1400,,,,,,2022-11-26,2022-11-26
127,6,105/115,SignName127,1 generation,1965-01-01,Sedan 1750/2000 Berlina,1.8 MT,,5,4390,1565,1400,,,,,,2022-11-26,2022-11-26
128,6,105/115,SignName128,1 generation,1965-01-01,Sedan 1750/2000 Berlina,2.0 AT,,5,4390,1565,1400,,,,,,2022-11-26,2022-11-26
129,6,105/115,SignName129,1 generation,1965-01-01,Sedan 1750/2000 Berlina,2.0 MT,,5,4390,1565,1400,,,,,,2022-11-26,2022-11-26
130,6,145,SignName130,1 generation,1994-01-01,Hatchback 3 doors,1.4 MT,,,,,,,,,,,2022-11-26,2022-11-26
131,6,145,SignName131,1 generation,1994-01-01,Hatchback 3 doors,1.4 MT,,,,,,,,,,,2022-11-26,2022-11-26
132,6,145,SignName132,1 generation,1994-01-01,Hatchback 3 doors,1.6 MT,,,,,,,,,,,2022-11-26,2022-11-26
133,6,145,SignName133,1 generation,1994-01-01,Hatchback 3 doors,1.6 MT,,,,,,,,,,,2022-11-26,2022-11-26
134,6,145,SignName134,1 generation,1994-01-01,Hatchback 3 doors,1.7 MT,,,,,,,,,,,2022-11-26,2022-11-26
135,6,145,SignName135,1 generation,1994-01-01,Hatchback 3 doors,1.8 MT,,,,,,,,,,,2022-11-26,2022-11-26
136,6,145,SignName136,1 generation,1994-01-01,Hatchback 3 doors,1.8 MT,,,,,,,,,,,2022-11-26,2022-11-26
137,6,145,SignName137,1 generation,1994-01-01,Hatchback 3 doors,1.9 MT,,,,,,,,,,,2022-11-26,2022-11-26
138,6,145,SignName138,1 generation,1994-01-01,Hatchback 3 doors,2.0 MT,,,,,,,,,,,2022-11-26,2022-11-26
139,6,145,SignName139,1 generation,1994-01-01,Hatchback 3 doors,2.0 MT,,,,,,,,,,,2022-11-26,2022-11-26
140,6,145,SignName140,1 generation [redesign],1999-01-01,Hatchback 3 doors,1.4 MT,,,,,,,,,,,2022-11-26,2022-11-26
141,6,145,SignName141,1 generation [redesign],1999-01-01,Hatchback 3 doors,1.6 MT,,,,,,,,,,,2022-11-26,2022-11-26
142,6,145,SignName142,1 generation [redesign],1999-01-01,Hatchback 3 doors,1.8 MT,,,,,,,,,,,2022-11-26,2022-11-26
143,6,145,SignName143,1 generation [redesign],1999-01-01,Hatchback 3 doors,1.9 MT,,,,,,,,,,,2022-11-26,2022-11-26
144,6,145,SignName144,1 generation [redesign],1999-01-01,Hatchback 3 doors,2.0 MT,,,,,,,,,,,2022-11-26,2022-11-26
145,6,145,SignName145,1 generation [redesign],1999-01-01,Hatchback 3 doors,2.0 MT,,,,,,,,,,,2022-11-26,2022-11-26
146,6,145,SignName146,930,1994-01-01,Hatchback,1.4 MT,Hatchback,5,4095,1710,1430,Gasoline,,82,11.2,10.7,2022-11-26,2022-11-26
147,6,145,SignName147,930,1994-01-01,Hatchback,1.4 MT,Hatchback,5,4095,1710,1430,Gasoline,,80,12.5,10.1,2022-11-26,2022-11-26
148,6,145,SignName148,930,1994-01-01,Hatchback,1.6 MT,Hatchback,5,4095,1710,1430,Gasoline,,84,11,10.7,2022-11-26,2022-11-26
149,6,145,SignName149,930,1994-01-01,Hatchback,1.6 MT,Hatchback,5,4095,1710,1430,Gasoline,,82,10.2,11.1,2022-11-26,2022-11-26
150,6,145,SignName150,930,1994-01-01,Hatchback,1.7 MT,Hatchback,5,4095,1710,1430,Gasoline,,87,9.8,11.6,2022-11-26,2022-11-26
151,6,145,SignName151,930,1994-01-01,Hatchback,1.7 MT,Hatchback,5,4095,1710,1430,Gasoline,,82,9.1,11.5,2022-11-26,2022-11-26
152,6,145,SignName152,930,1994-01-01,Hatchback,1.9 TD MT,Hatchback,5,4095,1710,1430,Diesel,Turbo,82,12,8.8,2022-11-26,2022-11-26
153,6,145,SignName153,930,1994-01-01,Hatchback,2.0 MT,Hatchback,5,4095,1712,1430,Gasoline,,83,8.4,11.1,2022-11-26,2022-11-26
154,6,145,SignName154,930,1994-01-01,Hatchback,2.0 MT,Hatchback,5,4095,1710,1430,Gasoline,,83,8.3,12.4,2022-11-26,2022-11-26
155,6,145,SignName155,930 [redesign],1999-01-01,Hatchback,1.4 MT,Hatchback,5,4061,1712,1431,Gasoline,,,11.2,10.7,2022-11-26,2022-11-26
156,6,145,SignName156,930 [redesign],1999-01-01,Hatchback,1.6 MT,Hatchback,5,4061,1712,1431,Gasoline,,,10.2,11.1,2022-11-26,2022-11-26
157,6,145,SignName157,930 [redesign],1999-01-01,Hatchback,1.7 MT,Hatchback,5,4061,1712,1431,Gasoline,,,9.1,11.5,2022-11-26,2022-11-26
158,6,145,SignName158,930 [redesign],1999-01-01,Hatchback,1.9 TD MT,Hatchback,5,4061,1712,1431,Diesel,Turbo,,10.4,7.6,2022-11-26,2022-11-26
159,6,145,SignName159,930 [redesign],1999-01-01,Hatchback,2.0 MT,Hatchback,5,4061,1712,1431,Gasoline,,,8.3,12.4,2022-11-26,2022-11-26
160,6,146,SignName160,930,1994-01-01,Hatchback 5 doors,1.4 MT,,,,,,,,,,,2022-11-26,2022-11-26
161,6,146,SignName161,930,1994-01-01,Hatchback 5 doors,1.4 MT,,,,,,,,,,,2022-11-26,2022-11-26
162,6,146,SignName162,930,1994-01-01,Hatchback 5 doors,1.6 MT,,,,,,,,,,,2022-11-26,2022-11-26
163,6,146,SignName163,930,1994-01-01,Hatchback 5 doors,1.6 MT,,,,,,,,,,,2022-11-26,2022-11-26
164,6,146,SignName164,930,1994-01-01,Hatchback 5 doors,1.7 MT,,,,,,,,,,,2022-11-26,2022-11-26
165,6,146,SignName165,930,1994-01-01,Hatchback 5 doors,1.8 MT,,,,,,,,,,,2022-11-26,2022-11-26
166,6,146,SignName166,930,1994-01-01,Hatchback 5 doors,1.8 MT,,,,,,,,,,,2022-11-26,2022-11-26
167,6,146,SignName167,930,1994-01-01,Hatchback 5 doors,1.9 MT,,,,,,,,,,,2022-11-26,2022-11-26
168,6,146,SignName168,930,1994-01-01,Hatchback 5 doors,1.9 MT,,,,,,,,,,,2022-11-26,2022-11-26
169,6,146,SignName169,930,1994-01-01,Hatchback 5 doors,2.0 MT,,,,,,,,,,,2022-11-26,2022-11-26
170,6,146,SignName170,930,1994-01-01,Hatchback 5 doors,2.0 MT,,,,,,,,,,,2022-11-26,2022-11-26
171,6,146,SignName171,930,1994-01-01,Liftback,1.4 MT,Liftback,5,4255,1710,1430,Gasoline,,82,11.5,10.7,2022-11-26,2022-11-26
172,6,146,SignName172,930,1994-01-01,Liftback,1.4 MT,Liftback,5,4257,1712,1425,Gasoline,,80,12.8,,2022-11-26,2022-11-26
173,6,146,SignName173,930,1994-01-01,Liftback,1.6 MT,Liftback,5,4257,1712,1425,Gasoline,,84,11.5,,2022-11-26,2022-11-26
174,6,146,SignName174,930,1994-01-01,Liftback,1.6 MT,Liftback,5,4235,1712,1426,Gasoline,,82,10.5,11.3,2022-11-26,2022-11-26
175,6,146,SignName175,930,1994-01-01,Liftback,1.7 MT,Liftback,5,4257,1712,1425,Gasoline,,87,10.2,,2022-11-26,2022-11-26
176,6,146,SignName176,930,1994-01-01,Liftback,1.7 MT,Liftback,5,4255,1710,1430,Gasoline,,82,9.3,11.5,2022-11-26,2022-11-26
177,6,146,SignName177,930,1994-01-01,Liftback,1.9 TD MT,Liftback,5,4235,1712,1425,Diesel,Turbo,82,10.5,7.6,2022-11-26,2022-11-26
178,6,146,SignName178,930,1994-01-01,Liftback,1.9 TD MT,Liftback,5,4257,1712,1425,Diesel,Turbo,82,12.5,8.8,2022-11-26,2022-11-26
179,6,146,SignName179,930,1994-01-01,Liftback,2.0 MT,Liftback,5,4257,1712,1425,Gasoline,,83,8.5,,2022-11-26,2022-11-26
180,6,146,SignName180,930,1994-01-01,Liftback,2.0 MT,Liftback,5,4235,1712,1426,Gasoline,,83,8.4,12.4,2022-11-26,2022-11-26
181,6,147,SignName181,1 generation,2000-01-01,GTA hatchback 3-doors,3.2 MT,Hatchback,5,4213,1764,1412,Gasoline,,,6.3,18.1,2022-11-26,2022-11-26
182,6,147,SignName182,1 generation,2000-01-01,Hatchback 3-doors,1.6 MT,Hatchback,5,4170,1729,1442,Gasoline,,82,11.3,11.1,2022-11-26,2022-11-26
183,6,147,SignName183,1 generation,2000-01-01,Hatchback 3-doors,1.6 MT,Hatchback,5,4170,1729,1442,Gasoline,,82,10.6,11.2,2022-11-26,2022-11-26
